X,Y,Name,Description
-93.2634565793618,44.9570541562472,Messiah Evangelical Lutheran Chuch - INTERIM,
-93.2658085276914,44.9606245181009,Sumner T. McKnight Mansion,
-93.264208443497,44.9195460854938,Arthur and Edith Lee House,
-93.2800852177646,44.9612633273902,John P. and Nelle Snyder Mansion,
-93.2285870855694,44.9375375529421,St. James AME Church,
-93.2748248162918,44.9800746544504,Butler Brothers Company Building,
-93.2707093736786,44.9732335270286,Oakland Apartments,
-93.2760462705209,44.9695718299814,Wesley Methodist Episcopal Church,
-93.2945571436376,44.9848656772798,Sumner Branch Library,
-93.2953947959947,44.9463494452024,Joyce Methodist Memorial Church,
-93.2324214439142,44.9889391430543,Como Avenue Congregational Church - Interim,
-93.2193611675086,44.9212959630354,Fire Station No. 24 - Interim,
-93.2464664895591,45.005733319601,Tyler St NE John Cook House,
